25
1 0.000000 0.000000 1 0.000000
2 0.250000 0.000000 1 0.000000
3 0.500000 0.000000 1 0.000000
4 0.750000 0.000000 1 0.000000
5 1.000000 0.000000 1 0.000000
6 0.000000 0.250000 1 0.000000
7 0.250000 0.250000 0 -0.039062
8 0.500000 0.250000 0 -0.057292
9 0.750000 0.250000 0 -0.039062
10 1.000000 0.250000 1 0.000000
11 0.000000 0.500000 1 0.000000
12 0.250000 0.500000 0 -0.057292
13 0.500000 0.500000 0 -0.067708
14 0.750000 0.500000 0 -0.057292
15 1.000000 0.500000 1 0.000000
16 0.000000 0.750000 1 0.000000
17 0.250000 0.750000 0 -0.039063
18 0.500000 0.750000 0 -0.057292
19 0.750000 0.750000 0 -0.039063
20 1.000000 0.750000 1 0.000000
21 0.000000 1.000000 1 0.000000
22 0.250000 1.000000 1 0.000000
23 0.500000 1.000000 1 0.000000
24 0.750000 1.000000 1 0.000000
25 1.000000 1.000000 1 0.000000
